ローマ亡き後の地中海世界2,BOOKOFF,2026-04-06,2026-04-12,3
人よ、花よ、（下）,Audible,2026-04-10,2026-04-17,5
童の神,Audible,2026-04-17,2026-04-24,3
金の色彩,Audible,2026-04-24,2026-04-26,4
ローマ亡き後の地中海世界3,BOOKOFF,2026-04-12,2026-04-27,3
蜂蜜と遠雷（上）,Audible,2026-04-26,2026-04-29,5
蜜蜂と遠雷（下）,Audible,2026-04-29,2026-05-05,4
エネルギーをめぐる旅,Audible,2026-05-05,2026-05-09,4
「科学的に正しい」の罠,Audible,2026-05-10,2026-05-12,5
チーム・バチスタの栄光,Audible,2026-05-12,2026-05-15,5
半沢直樹1オレたちバブル入行組,Audible,2026-05-16,2026-05-19,5
世界のエリートが学んでいる教養書必読100冊を1冊にまとめてみた,Audible,2026-05-19,2026-05-25,0
半沢直樹2オレたち花のバブル組,Audible,2026-05-25,2026-05-26,5
半沢直樹3ロスジェネの逆襲,Audible,2026-05-26,2026-05-27,5
半沢直樹4銀翼のイカロス,Audible,2026-05-28,2026-05-29,5
刀伊の入寇,Audible,2026-05-29,2026-06-04,3
ローマ亡き後の地中海世界4,BOOKOFF,2026-04-28,2026-06-06,3
宇宙誕生100万分の1秒後の謎,BOOKOFF,2026-06-08,2026-06-08,4
世界のエリートが学んでいる教養書必読100冊を1冊にまとめてみた,Audible,2026-06-04,2026-06-09,4
宇宙と物質の起源　「見えない世界」を理解する,Audible,2026-06-09,2026-06-11,2
平成政権史,BOOKOFF,2026-06-09,2026-06-12,3
化学で世界はすべて読み解ける,Audible,2026-06-12,2026-06-13,3
池上彰が聞いてわかった生命のしくみ,Audible,2026-06-14,2026-06-15,3
量子で読み解く生命・宇宙・時間,Audible,2026-06-15,2026-06-16,2
宇宙の秘密を解き明かす24のスゴい数式,Audible,2026-06-16,2026-06-17,4
懲りない日本史,Audible,2026-06-17,2026-06-19,3
藤原摂関家の誕生,Audible,2026-06-19,2026-06-21,4
思考実験,阪大,2026-06-19,2026-06-22,3
物理の4大定数 宇宙を支配するc、G、e、h,Audible,2026-06-23,2026-06-23,3
宇宙は何でできているか 素粒子物理学で解く宇宙の謎,Audible,2026-06-23,2026-06-27,4
ユダヤ人の歴史,Audible,2026-06-27,2026-06-30,3
白村江,Audible,2026-06-30,2026-07-04,5
ウェストファリア体制 天才グロティウスに学ぶ「人殺し」と平和の法,Audible,2026-07-04,2026-07-07,4
幸村を撃て,Audible,2026-07-07,2026-07-11,5
素数はなぜ人を惹きつけるのか,Audible,2026-07-11,2026-07-13,5
歴史に残る外交三賢人 ビスマルク、タレーラン、ド・ゴール,Audible,2026-07-13,2026-07-19,4
大名倒産（上）,Audible,2026-07-20,2026-07-24,4
笑わない数学,池田,2026-07-24,2026-07-26,4
大名倒産（下）,Audible,2026-07-24,2026-07-29,2
笑わない数学2,池田,2026-07-30,2026-08-02,3
戦国武将を推理する,Audible,2026-07-29,2026-08-02,3
最強の教訓！世界史まさかの結末に学ぶ,Audible,2026-08-02,2026-08-06,4
笑わない数学3,池田,2026-08-02,2026-08-04,3
宿命の子（上）,Audible,2026-08-06,中止,1
茜唄（上）,Audible,2026-08-10,2026-08-14,5
茜歌（下）,Audible,2026-08-14,2026-08-19,5
真・韓国の歴史,Audible,2026-08-19,2026-08-24,2
科学者はなぜ神を信じるのか,Audible,2026-08-25,2026-08-26,4
利休にたずねよ,Audible,2026-08-27,2026-09-01,2
おどろきの刑事司法,Audible,2026-09-01,2026-09-05,3
境界知能の人たち,Audible,2026-09-05,2026-09-06,2
なぜ宇宙は存在するのか,Audible,2026-09-07,2026-09-10,2
「時間」はなぜ存在するのか,Audible,2026-09-11,2026-09-12,2
95%の宇宙,Audible,2026-09-12,2026-09-15,4
